% Base Parameters: useNetwork = true, networkType = random, networkSplit = 20,20,60, meanK = 3, active = 1, distance = .2, initialProtesters = .2, initialSensitivity = .7, n = 100, gridWidth = 100, gridHeight = 100, 

% Random Parameters: 
% Test Parameters:
% ,,,Results
Seed,Timestep,Agent#,Agent,sensitivity,signal,
9,1000,11,structures.Agent@10bdf5e5,1.0,1.0,
9,1000,12,structures.Agent@6e1ec318,1.0,0.0,
9,1000,13,structures.Agent@7e0b0338,1.0,1.0,
9,1000,14,structures.Agent@617faa95,1.0,0.0,
9,1000,15,structures.Agent@1e127982,1.0,1.0,
9,1000,16,structures.Agent@60c6f5b,1.0,0.0,
9,1000,17,structures.Agent@2038ae61,1.0,0.0,
9,1000,18,structures.Agent@3c0f93f1,1.0,0.0,
9,1000,19,structures.Agent@31dc339b,1.0,1.0,
9,1000,20,structures.Agent@544fe44c,1.0,0.0,
9,1000,21,structures.Agent@31610302,1.0,0.0,
9,1000,22,structures.Agent@71318ec4,1.0,0.0,
9,1000,23,structures.Agent@21213b92,1.0,0.0,
9,1000,24,structures.Agent@a67c67e,1.0,0.0,
9,1000,25,structures.Agent@3327bd23,1.0,0.0,
9,1000,26,structures.Agent@4e1d422d,1.0,0.0,
9,1000,27,structures.Agent@66480dd7,1.0,0.0,
9,1000,28,structures.Agent@52a86356,0.6521230958139456,0.0,
9,1000,29,structures.Agent@5ce81285,1.0,0.0,
9,1000,30,structures.Agent@78c03f1f,1.0,0.0,
9,1000,31,structures.Agent@5ec0a365,1.0,0.0,
9,1000,32,structures.Agent@4fe3c938,1.0,0.0,
9,1000,33,structures.Agent@5383967b,1.0,0.0,
9,1000,34,structures.Agent@2ac273d3,1.0,0.0,
9,1000,35,structures.Agent@71423665,1.0,0.0,
9,1000,36,structures.Agent@20398b7c,1.0,0.0,
9,1000,37,structures.Agent@6fc6f14e,1.0,0.0,
9,1000,38,structures.Agent@56235b8e,1.0,0.0,
9,1000,39,structures.Agent@3632be31,1.0,0.0,
9,1000,40,structures.Agent@5abca1e0,1.0,0.0,
9,1000,41,structures.Agent@2286778,1.0,0.0,
9,1000,42,structures.Agent@4e9ba398,1.0,0.0,
9,1000,43,structures.Agent@6d7b4f4c,1.0,0.0,
9,1000,44,structures.Agent@527740a2,1.0,0.0,
9,1000,45,structures.Agent@13a5fe33,1.0,0.0,
9,1000,46,structures.Agent@3108bc,1.0,0.0,
9,1000,47,structures.Agent@370736d9,1.0,0.0,
9,1000,48,structures.Agent@5f9d02cb,1.0,0.0,
9,1000,49,structures.Agent@63753b6d,0.6859271597345419,-1.0,
9,1000,50,structures.Agent@6b09bb57,1.0,0.0,
9,1000,51,structures.Agent@6536e911,1.0,0.0,
9,1000,52,structures.Agent@520a3426,1.0,0.0,
9,1000,53,structures.Agent@18eed359,1.0,0.0,
9,1000,54,structures.Agent@3e9b1010,1.0,0.0,
9,1000,55,structures.Agent@6c3708b3,1.0,0.0,
9,1000,56,structures.Agent@6f1fba17,1.0,0.0,
9,1000,57,structures.Agent@185d8b6,1.0,0.0,
9,1000,58,structures.Agent@67784306,1.0,0.0,
9,1000,59,structures.Agent@335eadca,1.0,0.0,
9,1000,60,structures.Agent@210366b4,1.0,0.0,
9,1000,61,structures.Agent@eec5a4a,1.0,0.0,
9,1000,62,structures.Agent@2b2948e2,1.0,0.0,
9,1000,63,structures.Agent@6ddf90b0,1.0,0.0,
9,1000,64,structures.Agent@57536d79,1.0,0.0,
9,1000,65,structures.Agent@3b0143d3,1.0,0.0,
9,1000,66,structures.Agent@5a8e6209,1.0,0.0,
9,1000,67,structures.Agent@4b4523f8,1.0,0.0,
9,1000,68,structures.Agent@731a74c,1.0,0.0,
9,1000,69,structures.Agent@369f73a2,1.0,0.0,
9,1000,70,structures.Agent@1f28c152,1.0,0.0,
9,1000,71,structures.Agent@7d907bac,1.0,0.0,
9,1000,72,structures.Agent@7791a895,1.0,0.0,
9,1000,73,structures.Agent@3a5ed7a6,1.0,0.0,
9,1000,74,structures.Agent@6325a3ee,1.0,0.0,
9,1000,75,structures.Agent@1d16f93d,1.0,0.0,
9,1000,76,structures.Agent@67b92f0a,1.0,0.0,
9,1000,77,structures.Agent@2b9627bc,1.0,0.0,
9,1000,78,structures.Agent@65e2dbf3,0.6523781991228351,0.0,
9,1000,79,structures.Agent@4f970963,1.0,0.0,
9,1000,80,structures.Agent@61f8bee4,1.0,0.0,
9,1000,81,structures.Agent@7b49cea0,1.0,0.0,
9,1000,82,structures.Agent@887af79,1.0,0.0,
9,1000,83,structures.Agent@7fac631b,1.0,0.0,
9,1000,84,structures.Agent@5b87ed94,1.0,0.0,
9,1000,85,structures.Agent@6e0e048a,1.0,0.0,
9,1000,86,structures.Agent@5bc79255,1.0,0.0,
9,1000,87,structures.Agent@47ef968d,1.0,0.0,
9,1000,88,structures.Agent@23e028a9,1.0,0.0,
9,1000,89,structures.Agent@3dd4520b,1.0,0.0,
9,1000,90,structures.Agent@5ae63ade,1.0,0.0,
9,1000,91,structures.Agent@610694f1,1.0,0.0,
9,1000,92,structures.Agent@43814d18,1.0,0.0,
9,1000,93,structures.Agent@5c5a1b69,1.0,0.0,
9,1000,94,structures.Agent@3701eaf6,1.0,0.0,
9,1000,95,structures.Agent@627551fb,1.0,0.0,
9,1000,96,structures.Agent@2b552920,1.0,0.0,
9,1000,97,structures.Agent@2758fe70,1.0,0.0,
9,1000,98,structures.Agent@1f36e637,1.0,0.0,
9,1000,99,structures.Agent@578486a3,1.0,0.0,
